unit,age,sex,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,TOTAL,M,ED0,EE	34745 	35209 	35518 	35409 	34541 	: 
NR,TOTAL,M,ED0,EL	: 	107055 e	114868 e	157263 e	110870 e	: 
NR,TOTAL,M,ED0,ES	920486 	935139 	952249 	975243 	989222 	: 
NR,TOTAL,M,ED0,EU28	: 	9055290 	9008482 	8795747 	8681332 	: 
NR,TOTAL,M,ED0,FI	132443 	132706 	125765 	125511 	125228 	: 
NR,TOTAL,M,ED0,FR	1308689 	1320778 	1326203 	1321568 	1309926 	: 
NR,TOTAL,M,ED0,HR	74662 	70607 	70098 	68251 	66698 	: 
NR,TOTAL,M,ED0,HU	167881 	169547 	169045 	170822 	: 	: 
NR,TOTAL,M,ED0,IE	65343 	42229 	36100 	39754 	39754 	: 
NR,TOTAL,M,ED0,IS	9787 	9889 	10246 	10211 	10102 	: 
NR,TOTAL,M,ED0,IT	799060 	834575 	853088 	866057 	874635 	: 
NR,TOTAL,M,ED0,LI	: 	407 	: 	: 	: 	: 
NR,TOTAL,M,ED0,LT	65148 	64292 	62878 	60629 	57684 	: 
NR,TOTAL,M,ED0,LU	8891 	8832 	8666 	8565 	8429 	: 
NR,TOTAL,M,ED0,LV	48877 	: 	: 	: 	: 	: 
NR,TOTAL,M,ED0,ME	9896 	9121 	9113 	: 	: 	: 
NR,TOTAL,M,ED0,MK	18068 	17590 	15490 	14768 	13804 	: 
NR,TOTAL,M,ED0,MT	4822 	4910 	4757 	4559 	4602 	: 
NR,TOTAL,M,ED0,NL	258684 	262151 	260140 	261837 	266839 	: 
NR,TOTAL,M,ED0,NO	144998 	145774 	146930 	147323 	146816 	: 
NR,TOTAL,M,ED0,PL	670896 	594532 	639851 	667799 	625903 	: 
NR,TOTAL,M,ED0,PT	130898 	133762 	135998 e	137338 	138929 	: 
NR,TOTAL,M,ED0,RO	278462 	284512 	297103 	291602 	297457 	: 
NR,TOTAL,M,ED0,RS	106240 	103111 	99721 	97523 	96839 	: 
NR,TOTAL,M,ED0,SE	321650 	314224 	308766 	308669 	304084 	: 
NR,TOTAL,M,ED0,SI	44672 	44504 	43920 	43443 	43059 	: 
NR,TOTAL,M,ED0,SK	85112 	84413 	83687 	81645 	80032 	: 
NR,TOTAL,M,ED0,TR	699519 	639600 	608403 	557698 	: 	: 
NR,TOTAL,M,ED0,UK	1124098 	1153009 	1062210 	817870 	789567 	: 
NR,TOTAL,M,ED1,AT	172470 	169303 	168780 	168125 	168435 	: 
NR,TOTAL,M,ED1,BE	416690 	407684 	400141 	395312 	390327 	: 
NR,TOTAL,M,ED1,BG	136298 	135347 	135321 	133713 	131170 	: 
NR,TOTAL,M,ED1,CH	261207 	256505 	252172 	248575 	248975 	: 
NR,TOTAL,M,ED1,CY	28619 	27923 	27614 	27323 	27782 	: 
NR,TOTAL,M,ED1,CZ	294785 	285318 	274035 	262039 	252387 	: 
NR,TOTAL,M,ED1,DE	1520256 	1488993 	1481189 	1473172 	1487716 	1508121 
NR,TOTAL,M,ED1,DK	243419 	243239 	241378 	240392 	241256 	: 
NR,TOTAL,M,ED1,EE	44074 	42574 	40874 	39730 	38905 	: 
NR,TOTAL,M,ED1,EL	334209 	333083 	331700 	323726 	326409 	: 
NR,TOTAL,M,ED1,ES	1558218 	1550653 	1540525 	1515206 	1502127 	: 
NR,TOTAL,M,ED1,EU28	: 	14951576 	14758148 	14516196 	14547451 	: 
NR,TOTAL,M,ED1,FI	186458 	184100 	181984 	180099 	178723 	: 
NR,TOTAL,M,ED1,FR	2209800 	2197697 	2182471 	2147160 	2137608 	: 
NR,TOTAL,M,ED1,HR	83508 	83216 	83336 	82760 	82219 	: 
NR,TOTAL,M,ED1,HU	201036 	202653 	203508 	202748 	199038 	: 
NR,TOTAL,M,ED1,IE	286347 	283869 	279229 	274839 	270498 	: 
NR,TOTAL,M,ED1,IS	16444 	15990 	15528 	15275 	15068 	: 
NR,TOTAL,M,ED1,IT	1515755 	1458225 	1473650 	1476871 	1475273 	: 
NR,TOTAL,M,ED1,LI	1072 	1049 	1017 	1013 	1021 	: 
NR,TOTAL,M,ED1,LT	58267 	56376 	55178 	55337 	56007 	: 
NR,TOTAL,M,ED1,LU	19160 	18763 	18441 	18214 	18134 	: 
NR,TOTAL,M,ED1,LV	62088 	61682 	60182 	58835 	58641 	: 
NR,TOTAL,M,ED1,ME	20297 	19983 	19588 	: 	: 	: 
NR,TOTAL,M,ED1,MK	56404 	54715 	55997 	55943 	56722 	: 
NR,TOTAL,M,ED1,MT	13357 	12886 	12605 	12303 	12126 	: 
NR,TOTAL,M,ED1,NL	607207 	612592 	620734 	628196 	642768 	: 
NR,TOTAL,M,ED1,NO	227845 	224416 	220408 	217575 	217155 	: 
NR,TOTAL,M,ED1,PL	1177868 	1267180 	1178912 	1103434 	1107376 	: 
NR,TOTAL,M,ED1,PT	326779 	332448 	342330 	352218 	360993 	: 
NR,TOTAL,M,ED1,RO	480104 	485263 	489914 	489452 	482533 	: 
NR,TOTAL,M,ED1,RS	137766 	139365 	142814 	147310 	149432 	: 
NR,TOTAL,M,ED1,SE	439428 	419085 	398350 	378407 	366042 	: 
NR,TOTAL,M,ED1,SI	63803 	61398 	59346 	57436 	56155 	: 
NR,TOTAL,M,ED1,SK	115728 	113210 	111184 	109986 	109043 	: 
NR,TOTAL,M,ED1,TR	2550915 	2743694 	2781411 	2850072 	2862730 	: 
NR,TOTAL,M,ED1,UK	2468330 	2416816 	2365238 	2309163 	2367760 	: 
NR,TOTAL,M,ED2,AT	175544 	173002 	171301 	171908 	172705 	: 
NR,TOTAL,M,ED2,BE	215723 	216499 	220393 	215448 	215429 	: 
NR,TOTAL,M,ED2,BG	117230 	116106 	117852 	123466 	124541 	: 
NR,TOTAL,M,ED2,CH	131760 	132532 	134764 	136373 	136985 	: 
NR,TOTAL,M,ED2,CY	13512 	13616 	14010 	14236 	14663 	: 
NR,TOTAL,M,ED2,CZ	196777 	192340 	190348 	188655 	187718 	: 
NR,TOTAL,M,ED2,DE	2387037 	2353276 	2356222 	2393323 	2437807 	2464463 
NR,TOTAL,M,ED2,DK	122698 	123233 	123446 	124110 	124919 	: 
NR,TOTAL,M,ED2,EE	19725 	19607 	19443 	19290 	19444 	: 
NR,TOTAL,M,ED2,EL	169074 	168175 	167494 	164501 	169254 	: 
NR,TOTAL,M,ED2,ES	850766 	846757 	850250 	845002 	868140 	: 
NR,TOTAL,M,ED2,EU28	: 	: 	10658967 	10726962 	10846995 	: 
NR,TOTAL,M,ED2,FI	91349 	91042 	91438 	92048 	92586 	: 
NR,TOTAL,M,ED2,FR	1720839 	1722863 	1731483 	1718525 	1710577 	: 
NR,TOTAL,M,ED2,HR	87694 	88267 	89910 	92670 	96594 	: 
NR,TOTAL,M,ED2,HU	197855 	198238 	199273 	200068 	202454 	: 
NR,TOTAL,M,ED2,IE	105297 	98527 	96876 	96326 	97364 	: 
NR,TOTAL,M,ED2,IS	6345 	6379 	6428 	6499 	6467 	: 
NR,TOTAL,M,ED2,IT	926590 	912244 	923995 	936181 	946374 	: 
NR,TOTAL,M,ED2,LI	799 	811 	817 	828 	824 	: 
NR,TOTAL,M,ED2,LT	88321 	91737 	95857 	100220 	106425 	: 
NR,TOTAL,M,ED2,LU	11635 	11289 	11053 	11217 	11159 	: 
NR,TOTAL,M,ED2,LV	29092 	28895 	28573 	28458 	29040 	: 
NR,TOTAL,M,ED2,ME	15489 	15754 	16126 	: 	: 	: 
NR,TOTAL,M,ED2,MK	43679 	41977 	44010 	43372 	44731 	: 
NR,TOTAL,M,ED2,MT	6424 	6455 	6443 	6602 	6757 	: 
NR,TOTAL,M,ED2,NL	426012 	426960 	425703 	418735 	413388 	: 
NR,TOTAL,M,ED2,NO	100007 	94793 	96296 	97186 	97817 	: 
NR,TOTAL,M,ED2,PL	559536 	569523 	581763 	599947 	620575 	: 
NR,TOTAL,M,ED2,PT	192234 	194507 	199988 	198366 	207098 	: 
NR,TOTAL,M,ED2,RO	397423 	401123 	407262 	417979 	420938 	: 
NR,TOTAL,M,ED2,RS	145424 	146923 	147159 	144639 	144222 	: 
NR,TOTAL,M,ED2,SE	189345 	178008 	167835 	163383 	161533 	: 
NR,TOTAL,M,ED2,SI	27806 	27679 	28183 	28164 	28273 	: 
NR,TOTAL,M,ED2,SK	129689 	129717 	130791 	132925 	133963 	: 
NR,TOTAL,M,ED2,TR	2827822 	2635412 	2670118 	2762595 	2815534 	: 
NR,TOTAL,M,ED2,UK	1360979 	: 	1211782 	1225208 	1227277 	: 
NR,TOTAL,M,ED3,AT	184240 	185878 	189120 	192189 	195605 	: 
NR,TOTAL,M,ED3,BE	357751 	361361 	362624 	364115 	361679 	: 
NR,TOTAL,M,ED3,BG	136235 	138532 	144405 	148200 	148817 	: 
NR,TOTAL,M,ED3,CH	186788 	185982 	185778 	184191 	183460 	: 
NR,TOTAL,M,ED3,CY	14780 	14942 	15219 	15711 	16441 	: 
NR,TOTAL,M,ED3,CZ	198180 	199000 	203322 	211568 	222189 	: 
NR,TOTAL,M,ED3,DE	1356568 	1387009 	1392858 	1397229 	1394560 	1438456 
NR,TOTAL,M,ED3,DK	149831 	150937 	154905 	154997 	156760 	: 
NR,TOTAL,M,ED3,EE	22164 	21437 	20661 	20831 	22290 	: 
NR,TOTAL,M,ED3,EL	181354 	180197 	182037 	185729 	192319 	: 
NR,TOTAL,M,ED3,ES	849210 	859708 	854030 	840284 	820631 	: 
NR,TOTAL,M,ED3,EU28	: 	11163485 	11095659 	11172753 	11234289 	: 
NR,TOTAL,M,ED3,FI	173986 	172343 	171969 	169836 	171280 	: 
NR,TOTAL,M,ED3,FR	1372110 	1344912 	1316840 	1305606 	1300467 d	: 
NR,TOTAL,M,ED3,HR	82674 	86965 	90695 	93941 	94591 	: 
NR,TOTAL,M,ED3,HU	217122 	215857 	224282 	239210 	253508 	: 
NR,TOTAL,M,ED3,IE	96415 	83361 	82310 	80077 	76608 	: 
NR,TOTAL,M,ED3,IS	11606 	11763 	12295 	12376 	12749 	: 
NR,TOTAL,M,ED3,IT	1465957 	1464920 	1466836 	1448663 	1434073 	: 
NR,TOTAL,M,ED3,LI	989 	1018 	1055 	1063 	1066 	: 
NR,TOTAL,M,ED3,LT	38902 	39985 	42164 	45209 	47941 	: 
NR,TOTAL,M,ED3,LU	12880 	12833 	12653 	12581 	12294 	: 
NR,TOTAL,M,ED3,LV	31260 	31121 	32358 	34878 	37277 	: 
NR,TOTAL,M,ED3,ME	14402 	14546 	15182 	: 	: 	: 
NR,TOTAL,M,ED3,MK	40356 	42422 	43594 	45664 	47347 	: 
NR,TOTAL,M,ED3,MT	9363 	9805 	9913 	10153 	10371 	: 
NR,TOTAL,M,ED3,NL	415417 	393069 	395605 	363975 	368932 	: 
NR,TOTAL,M,ED3,NO	134472 	133200 	131980 	132637 	133496 	: 
NR,TOTAL,M,ED3,PL	690726 	711113 	745916 	777466 	827021 	: 
NR,TOTAL,M,ED3,PT	203248 	199170 	199822 	194857 	200665 	: 
NR,TOTAL,M,ED3,RO	373962 	379267 	396967 	411852 	439172 	: 
NR,TOTAL,M,ED3,RS	127877 	129553 	133059 	137593 	142224 	: 
NR,TOTAL,M,ED3,SE	268306 	240656 	240476 	236720 	243845 	: 
NR,TOTAL,M,ED3,SI	47816 	48476 	45568 	46686 	47737 	: 
NR,TOTAL,M,ED3,SK	95395 	98239 	100791 	104089 	110846 	: 
NR,TOTAL,M,ED3,TR	3126022 	3047142 	2988928 	2859482 	2643414 	: 
NR,TOTAL,M,ED3,UK	1857262 	2132392 	2001312 	2066101 	2026369 	: 
NR,TOTAL,M,ED4,AT	3985 	4078 	4062 	4161 	4022 	: 
NR,TOTAL,M,ED4,BE	31609 	32698 	32488 	35078 	27509 	: 
NR,TOTAL,M,ED4,BG	700 	723 	900 	1149 	1284 	: 
NR,TOTAL,M,ED4,CH	5056 	4992 	5166 	5171 	5496 	: 
NR,TOTAL,M,ED4,CY	200 	226 	280 	332 	158 	: 
NR,TOTAL,M,ED4,CZ	17764 	19762 	22060 	19643 	20174 	: 
NR,TOTAL,M,ED4,DE	333290 	316112 	325810 	329184 	355018 	286371 
NR,TOTAL,M,ED4,DK	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED4,EE	1960 	2784 	3968 	4286 	4001 	: 
NR,TOTAL,M,ED4,EL	35371 	31083 	25374 	6523 	5523 	: 
NR,TOTAL,M,ED4,ES	10572 	10209 	11751 	0 d	: 	: 
NR,TOTAL,M,ED4,EU28	: 	659851 	677610 	641639 	: 	: 
NR,TOTAL,M,ED4,FI	11012 	10715 	10741 	10694 	11659 	: 
NR,TOTAL,M,ED4,FR	12266 	12160 	11836 	11628 	12046 d	: 
NR,TOTAL,M,ED4,HR	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED4,HU	36259 	32810 	34171 	33975 	34047 	: 
NR,TOTAL,M,ED4,IE	25216 	44812 	42073 	25516 	26797 	: 
NR,TOTAL,M,ED4,IS	653 	546 	587 	577 	603 	: 
NR,TOTAL,M,ED4,IT	: 	1036 	1036 	3597 	4298 	: 
NR,TOTAL,M,ED4,LI	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED4,LT	10012 	9627 	9409 	8363 	7152 	: 
NR,TOTAL,M,ED4,LU	480 	593 	606 	565 	646 	: 
NR,TOTAL,M,ED4,LV	2019 	1815 	1772 	1529 	1486 	: 
NR,TOTAL,M,ED4,ME	: z	: z	: 	: 	: 	: 
NR,TOTAL,M,ED4,MK	305 	253 	190 	273 	296 	: 
NR,TOTAL,M,ED4,MT	47 	60 	64 	51 	27 	: 
NR,TOTAL,M,ED4,NL	: z	: z	: z	448 	1054 	: 
NR,TOTAL,M,ED4,NO	2257 	2538 	2337 	2159 	1211 	: 
NR,TOTAL,M,ED4,PL	72397 	74416 	77189 	83589 	106860 	: 
NR,TOTAL,M,ED4,PT	3218 	4319 	7906 	7592 	6912 	: 
NR,TOTAL,M,ED4,RO	30900 	33916 	36001 	34161 	29182 	: 
NR,TOTAL,M,ED4,RS	988 	1008 	1441 	1275 	1150 	: 
NR,TOTAL,M,ED4,SE	10660 	8617 	10290 	10724 	9973 	: 
NR,TOTAL,M,ED4,SI	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED4,SK	6745 	7280 	7823 	8851 	9639 	: 
NR,TOTAL,M,ED4,TR	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED4,UK	: zd	: z	: z	: z	: z	: 
NR,TOTAL,M,ED5,AT	35417 	36124 	36028 	35918 	35561 	: 
NR,TOTAL,M,ED5,BE	8803 	8956 	8989 	9100 	9167 	: 
NR,TOTAL,M,ED5,BG	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED5,CH	1455 	1652 	4155 	3889 	4484 	: 
NR,TOTAL,M,ED5,CY	3073 	2206 	1534 	1284 	1361 	: 
NR,TOTAL,M,ED5,CZ	381 	365 	417 	393 	364 	: 
NR,TOTAL,M,ED5,DE	111 	142 	101 	114 	99 	: 
NR,TOTAL,M,ED5,DK	18908 	18354 	17737 	16646 	16233 	: 
NR,TOTAL,M,ED5,EE	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED5,EL	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED5,ES	205238 	191549 	192952 	188471 	174489 	: 
NR,TOTAL,M,ED5,EU28	: 	688466 	668820 	670400 	688118 	: 
NR,TOTAL,M,ED5,FI	: z	: z	: z	16 	79 	: 
NR,TOTAL,M,ED5,FR	256720 	253532 	250667 	253911 	251559 d	: 
NR,TOTAL,M,ED5,HR	44 	16 	28 	22 	: d	: 
NR,TOTAL,M,ED5,HU	4891 	4497 	4332 	7132 	13542 	: 
NR,TOTAL,M,ED5,IE	9202 	7829 	7582 	8469 	: 	: 
NR,TOTAL,M,ED5,IS	296 	216 	240 	272 	248 	: 
NR,TOTAL,M,ED5,IT	8032 	6140 	4911 	3985 	1896 	: 
NR,TOTAL,M,ED5,LI	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED5,LT	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED5,LU	335 	287 	268 	220 	128 	: 
NR,TOTAL,M,ED5,LV	6126 	6135 	6417 	7021 	7005 	: 
NR,TOTAL,M,ED5,ME	: z	: z	: 	: 	: 	: 
NR,TOTAL,M,ED5,MK	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED5,MT	555 	896 	1129 	1077 	1137 	: 
NR,TOTAL,M,ED5,NL	10725 	8882 	8083 	3437 	3022 	: 
NR,TOTAL,M,ED5,NO	6955 	7497 	8191 	7825 	7329 	: 
NR,TOTAL,M,ED5,PL	40 	75 	513 	1029 	1990 	: 
NR,TOTAL,M,ED5,PT	6883 	4124 	285 	: z	: z	: 
NR,TOTAL,M,ED5,RO	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED5,RS	: z	: z	: z	: z	: z	: 
NR,TOTAL,M,ED5,SE	12768 	12587 	12742 	12779 	13111 	: 
NR,TOTAL,M,ED5,SI	6536 	6556 	6565 	7306 	7605 	: 
NR,TOTAL,M,ED5,SK	1017 	997 	1037 	1046 	937 	: 
NR,TOTAL,M,ED5,TR	1335771 	1198343 	1062823 	940570 	827804 	: 
NR,TOTAL,M,ED5,UK	113685 d	118217 	106503 	111024 	124513 	: 
NR,TOTAL,M,ED6,AT	92905 	90997 	86998 	84669 	84548 	: 
NR,TOTAL,M,ED6,BE	169017 	162440 	160014 	158693 	160168 	: 
NR,TOTAL,M,ED6,BG	79509 	85459 	88426 	90726 	91883 	: 
NR,TOTAL,M,ED6,CH	102923 	101259 	99303 	98513 	94684 	: 
NR,TOTAL,M,ED6,CY	11105 	10098 	9514 	9168 	9533 	: 
NR,TOTAL,M,ED6,CZ	88153 	94356 	101180 	109927 	115295 	: 
NR,TOTAL,M,ED6,DE	997193 	990785 	981474 	958035 	913296 	124000 
NR,TOTAL,M,ED6,DK	81165 	81521 	80224 	77027 	75268 	: 
NR,TOTAL,M,ED6,EE	12890 	14156 	15446 	17391 	19458 	: 
NR,TOTAL,M,ED6,EL	333819 	322773 	314210 	342806 	305433 	: 
NR,TOTAL,M,ED6,ES	555240 	554638 	553642 	539463 	497546 	: 
NR,TOTAL,M,ED6,EU28	: 	5604643 	5625978 	5621141 	5566112 	: 
NR,TOTAL,M,ED6,FI	101791 	103452 	105154 	106918 	109120 	: 
NR,TOTAL,M,ED6,FR	431761 	428750 	412633 	399547 	387185 d	: 
NR,TOTAL,M,ED6,HR	46272 	45848 	47126 	47797 	48171 d	: 
NR,TOTAL,M,ED6,HU	88780 	94305 	100261 	105443 	110692 	: 
NR,TOTAL,M,ED6,IE	82300 	81353 	80578 	77307 	56941 	: 
NR,TOTAL,M,ED6,IS	4683 	4960 	5168 	5454 	5399 	: 
NR,TOTAL,M,ED6,IT	509271 	494070 	491350 	493184 	497201 	: 
NR,TOTAL,M,ED6,LI	214 	229 	262 	309 	350 	: 
NR,TOTAL,M,ED6,LT	43448 	46394 	48169 	50303 	54420 	: 
NR,TOTAL,M,ED6,LU	1567 	1536 	1588 	1626 	1687 	: 
NR,TOTAL,M,ED6,LV	21460 	21411 	21781 	25434 	26416 	: 
NR,TOTAL,M,ED6,ME	10905 	11027 	: 	: 	: 	: 
NR,TOTAL,M,ED6,MK	25786 	27028 	27184 	26296 	25901 	: 
NR,TOTAL,M,ED6,MT	3844 	3594 	3049 	3044 	3025 	: 
NR,TOTAL,M,ED6,NL	319824 	307806 	311049 	284258 	272726 	: 
NR,TOTAL,M,ED6,NO	78813 	76755 	73996 	73675 	69762 	: 
NR,TOTAL,M,ED6,PL	448504 d	463090 d	483787 d	509282 	542707 	: 
NR,TOTAL,M,ED6,PT	91496 	93243 	94085 	101508 	104624 	: 
NR,TOTAL,M,ED6,RO	168528 	171014 	172517 	182943 	199097 	: 
NR,TOTAL,M,ED6,RS	92473 	91961 	88362 	91456 	89619 	: 
NR,TOTAL,M,ED6,SE	87935 	89409 	91195 	91421 	93226 	: 
NR,TOTAL,M,ED6,SI	18147 	18686 	20038 	21656 	22952 	: 
NR,TOTAL,M,ED6,SK	35546 	38330 	68768 d	73518 d	77846 d	: 
NR,TOTAL,M,ED6,TR	2143288 	2067714 	1915911 	1784160 	1657512 	: 
NR,TOTAL,M,ED6,UK	707157 	695128 	681722 	688598 	686697 	: 
NR,TOTAL,M,ED7,AT	62244 	62661 	63329 	63109 	63169 	: 
NR,TOTAL,M,ED7,BE	46800 	44874 	44806 	42762 	39022 	: 
NR,TOTAL,M,ED7,BG	32887 	34159 	35107 	35838 	34576 	: 
NR,TOTAL,M,ED7,CH	33460 	32712 	31512 	31061 	29619 	: 
NR,TOTAL,M,ED7,CY	6102 	5423 	4529 	3483 	3010 	: 
NR,TOTAL,M,ED7,CZ	48770 	50454 	53614 	55052 	52192 	: 
NR,TOTAL,M,ED7,DE	484221 	474183 	459459 	445522 	429744 	: 
NR,TOTAL,M,ED7,DK	31357 	32656 	31858 	30080 	29109 	: 
NR,TOTAL,M,ED7,EE	5645 	5721 	6062 	6110 	6199 	: 
NR,TOTAL,M,ED7,EL	29182 	24257 	22575 	23238 	20203 	: 
NR,TOTAL,M,ED7,ES	141918 	145902 	157478 	184578 	230525 	: 
NR,TOTAL,M,ED7,EU28	: 	2322697 	2297157 	2291592 	2314369 	: 
NR,TOTAL,M,ED7,FI	27834 	26160 	25811 	25219 	24088 	: 
NR,TOTAL,M,ED7,FR	429448 	412492 	403207 	396704 	387089 d	: 
NR,TOTAL,M,ED7,HR	23628 	22660 	22036 	22478 	21855 	: 
NR,TOTAL,M,ED7,HU	33894 	32394 	31718 	31210 	32927 	: 
NR,TOTAL,M,ED7,IE	13404 	12727 	13121 	11134 	13409 	: 
NR,TOTAL,M,ED7,IS	1356 	1382 	1423 	1566 	1387 	: 
NR,TOTAL,M,ED7,IT	284016 	283018 	285243 	288018 	288131 	: 
NR,TOTAL,M,ED7,LI	190 	170 	167 	172 	165 	: 
NR,TOTAL,M,ED7,LT	10104 	10161 	10431 	10818 	10929 	: 
NR,TOTAL,M,ED7,LU	1196 	1233 	1209 	1154 	1157 	: 
NR,TOTAL,M,ED7,LV	6410 	5994 	5665 	4580 	4228 	: 
NR,TOTAL,M,ED7,ME	470 	340 	: 	: 	: 	: 
NR,TOTAL,M,ED7,MK	1282 	1282 	1711 	1206 	1564 	: 
NR,TOTAL,M,ED7,MT	1886 	1694 	1581 	1512 	1382 	: 
NR,TOTAL,M,ED7,NL	79414 	77988 	75468 	47040 	44470 	: 
NR,TOTAL,M,ED7,NO	28877 	28016 	27190 	26386 	24495 	: 
NR,TOTAL,M,ED7,PL	166870 d	172803 d	177980 d	185755 	200041 	: 
NR,TOTAL,M,ED7,PT	54576 	54664 	54311 	57414 	55841 	: 
NR,TOTAL,M,ED7,RO	66557 	67025 	68439 	74487 	75014 	: 
NR,TOTAL,M,ED7,RS	17815 	15822 	14602 	13605 	13143 	: 
NR,TOTAL,M,ED7,SE	61156 	60246 	59808 	58932 	58627 	: 
NR,TOTAL,M,ED7,SI	7924 d	7899 	7992 	8278 	9249 	: 
NR,TOTAL,M,ED7,SK	23142 	24620 	: d	: d	: d	: 
NR,TOTAL,M,ED7,TR	353448 	305068 	252389 	201445 	175976 	: 
NR,TOTAL,M,ED7,UK	174379 	168629 	174319 	177532 	178874 	: 
NR,TOTAL,M,ED8,AT	12353 	12635 	12879 	13059 	13563 	: 
NR,TOTAL,M,ED8,BE	9109 	8934 	8890 	8376 	7962 	: 
NR,TOTAL,M,ED8,BG	3238 	3290 	3219 	2988 	2627 	: 
NR,TOTAL,M,ED8,CH	13325 	13131 	12837 	12733 	12517 	: 
NR,TOTAL,M,ED8,CY	551 	539 	490 	421 	368 	: 
NR,TOTAL,M,ED8,CZ	13085 	13584 	13717 	14027 	14176 	: 
NR,TOTAL,M,ED8,DE	110500 d	109700 d	109100 	128000 	126800 	124000 
NR,TOTAL,M,ED8,DK	4693 	4831 	4866 	4892 	4847 	: 
NR,TOTAL,M,ED8,EE	1110 	1215 	1237 	1267 	1263 	: 
NR,TOTAL,M,ED8,EL	15066 	18255 	18008 	12640 	12079 	: 
NR,TOTAL,M,ED8,ES	36011 	28005 	16148 	12289 	12274 	: 
NR,TOTAL,M,ED8,EU28	: 	394248 	384371 	395121 	394302 	: 
NR,TOTAL,M,ED8,FI	8857 	9235 	9400 	9761 	9860 	: 
NR,TOTAL,M,ED8,FR	35591 	35869 	36431 	36356 	36745 d	: 
NR,TOTAL,M,ED8,HR	1503 	1386 	1336 	1462 	1657 	: 
NR,TOTAL,M,ED8,HU	3747 	3637 	3583 	3667 	3754 	: 
NR,TOTAL,M,ED8,IE	4052 	4098 	4087 	3970 	4100 	: 
NR,TOTAL,M,ED8,IS	185 	182 	198 	186 	184 	: 
NR,TOTAL,M,ED8,IT	13755 	16280 	16091 	16283 	16916 	: 
NR,TOTAL,M,ED8,LI	93 	101 	80 	82 	61 	: 
NR,TOTAL,M,ED8,LT	1147 	1133 	1063 	1093 	1097 	: 
NR,TOTAL,M,ED8,LU	370 	353 	315 	302 	256 	: 
NR,TOTAL,M,ED8,LV	905 	930 	862 	1031 	1094 	: 
NR,TOTAL,M,ED8,ME	30 	19 	: 	: 	: 	: 
NR,TOTAL,M,ED8,MK	229 	212 	140 	56 	97 	: 
NR,TOTAL,M,ED8,MT	79 	75 	69 	59 	48 	: 
NR,TOTAL,M,ED8,NL	7735 	7633 	7257 	6908 	6868 	: 
NR,TOTAL,M,ED8,NO	3902 	3803 	3625 	3530 	3620 	: 
NR,TOTAL,M,ED8,PL	19409 d	19565 d	19851 	20018 	19839 	: 
NR,TOTAL,M,ED8,PT	9307 	9025 	9036 	9330 	8998 	: 
NR,TOTAL,M,ED8,RO	9865 	8747 	10026 	10020 	10820 	: 
NR,TOTAL,M,ED8,RS	4918 	4408 	3630 	3339 	2756 	: 
NR,TOTAL,M,ED8,SE	10611 	10876 	11112 	11148 	11028 	: 
NR,TOTAL,M,ED8,SI	1191 	1095 	1215 	1423 	1677 	: 
NR,TOTAL,M,ED8,SK	3889 	4285 	4733 	5260 	5741 	: 
NR,TOTAL,M,ED8,TR	53600 	50392 	45535 	38267 	45645 	: 
NR,TOTAL,M,ED8,UK	58077 	59038 	59350 	59071 	57961 	: 
NR,TOTAL,T,ED0,AT	308126 	301391 	289858 	281712 	274060 	: 
NR,TOTAL,T,ED0,BE	455934 	459576 	461070 	462831 	456989 	: 
NR,TOTAL,T,ED0,BG	224380 	232025 	241123 	240622 	235015 	: 
NR,TOTAL,T,ED0,CH	172688 	172439 	168860 	165659 	157798 	: 
NR,TOTAL,T,ED0,CY	31713 	30505 	29669 	22772 	22783 	: 
NR,TOTAL,T,ED0,CZ	367453 	372137 	371690 	367352 	358104 	: 
NR,TOTAL,T,ED0,DE	3164318 	3090459 	3014046 	2970436 	2884997 	: 
NR,TOTAL,T,ED0,DK	278651 	284655 	291681 	300275 	305877 	: 
NR,TOTAL,T,ED0,EE	67575 	68331 	68811 	68684 	67034 	: 
NR,TOTAL,T,ED0,EL	216891 	214109 	225596 	310118 	216531 	: 
NR,TOTAL,T,ED0,ES	1782423 	1810638 	1842383 	1886886 	1915000 	: 
NR,TOTAL,T,ED0,EU28	: 	17574305 	17464993 	17089648 	16841518 	: 
NR,TOTAL,T,ED0,FI	258514 	259407 	245851 	245140 	244601 	: 
NR,TOTAL,T,ED0,FR	2561237 	2585296 	2595862 	2583890 	2560774 	: 
NR,TOTAL,T,ED0,HR	143878 	134573 	133764 	131037 	128046 	: 
NR,TOTAL,T,ED0,HU	322029 	325027 	325010 	330184 	: 	: 
